CASE;SERIAL;REF;QUESTNNR;MODE;STARTED;ID02;ID03;ID03_01;ID03_02;ID03_03;ID04;ID04_01;ID04_02;ID04_03;ID06;ID06_01;ID06_02;ID06_03;ID06_04;ID06_05;ID06_06;ID06_07;ID06_07a;ID05_01;SA01_01;SA02_01;SA05_01;CS01_01;CS02_01;CS03_01;CS04_01;ES01_01;FI01_01;TM04;ST01;EV02;EV02_01;EV02_02;EV02_03;EV02_04;EV02_05;EX01_01;MD01_01;MY01_01;SS01_01;SS02_01;SD01_01;AD01;AD01_01;AC01_01;AR01_01;AT01_01;MF01;MF01_13;MF03;MF02;MF02_01;MF02_02;MF02_03;MF02_04;MF02_05;MF02_06;MF02_07;MF02_08;MF02_09;MF02_14;MF02_10;MF02_11;MF02_12;MF02_13;MF02_13a;MF02_15;RM01;RM01_01;RM01_02;RM01_03;RM01_04;RM01_05;RM01_06;RM01_07;RM01_08;RM01_09;RM01_10;RM01_11;RM01_12;RM01_12a;TB01;SL01_01;SL02_01;SB01_01;PO01_01;PO02_01;WS01_01;PS01;PH01;PH01_01;PH01_08;PH01_09;PH01_10;PH01_11;PH01_13;PH01_15;PH01_19;PH01_23;PH01_24;PH01_27;PR01_01;SE01_01;SE02;SE02_01;SE02_02;HS01_01;RE01_01;PT01_01;SF01;IB01_01;AU01_01;TE01;TE01_01;TE01_02;TE01_03;TE01_04;TE01_08;TE01_09;CT02_01;CT02_02;GR01_01;AV01_01;PQ01_01;II01_01;SV01_01;CO01;IL01_01;BC02;CB01_01;IM01_01;US01;US01_01;US01_02;US01_03;US01_04;TIME001;TIME002;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
1635;;;base;interview;03.06.2020 22:42;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;1;1;1;1;1;1;-9;;B_Sep_Oreg_192;2;30.09.2019;14;;14;4;2;1;2;1;1;1;1;1;1;2;1;1;1;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Sep_Oreg_184;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;2;-9;1;-9;1;-9;1;1;1;2;1;1;1;48;125;173;;04.06.2020 01:03;1;0;2;2;25;8;02.Jän;50
1636;;;base;interview;04.06.2020 09:46;2;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;2;construction worker;1;-9;1;1;2;1;1;1;2;1;3;1;1;2;1;1;1;1;1;2;2;2;2;2;-9;;B_SEP_OREG_47;2;10.09.2019;1;;15;6;2;1;2;1;1;1;2;1;2;1;2;1;1;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;2;1;1;1;2;3;0;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;-9;B_Sep_Oreg_46;-9;-9;2;2;0;1;1;1;1;1;1;2;2;1;1;2;2;1;2;1;-9;1;1;1;2;1;1;1;119;391;510;;04.06.2020 12:34;1;0;2;2;17;7;0.72;0
1637;;;base;interview;04.06.2020 12:18;-9;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;2;veterinarians;1;-9;1;1;1;1;1;1;1;1;3;1;1;1;1;1;2;1;1;1;2;2;1;2;-9;;B_SEP_OREG_116;2;16.09.2019;7;;14;3;2;1;1;1;1;1;2;1;1;1;1;1;1;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;-9;B_SEP_OREG_113;-9;-9;1;2;0;1;1;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;2;1;206;712;918;;04.06.2020 12:33;1;0;2;2;21;10;0.41;0
1638;;;base;interview;04.06.2020 13:55;-9;0;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;-9;1;1;1;2;1;1;1;1;3;1;1;2;1;1;1;1;2;2;2;1;1;2;-9;;B_SEP_OREG_132;2;20.09.2019;9;;14;5;1;1;2;1;1;1;1;1;2;2;1;1;1;2;mental health, depression;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;-9;B_SEP_WASH_81;-9;-9;1;2;1;2;1;1;1;1;1;1;1;1;1;2;2;1;2;1;-9;1;1;1;2;1;1;1;144;937;1081;;04.06.2020 14:30;1;0;2;2;21;9;0.46;0
1639;;;base;interview;04.06.2020 14:25;-9;1;1;2;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;-9;1;1;2;1;1;1;1;1;3;1;1;2;1;1;1;1;2;2;2;1;1;2;-9;;B_SEP_OREG_122;2;19.09.2019;9;;14;7;1;2;2;1;1;1;1;1;2;2;1;1;2;2;mental health, depression;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;2;1;1;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;-9;;-9;-9;1;2;1;2;1;1;1;1;1;1;1;1;1;2;2;1;2;2;-9;1;1;1;2;1;1;1;97;961;1058;;04.06.2020 15:18;1;0;2;2;21;9;0.61;0
1640;;;base;interview;04.06.2020 14:44;-9;0;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;-9;1;1;1;1;1;1;2;1;3;2;1;1;2;1;1;1;1;2;2;1;1;1;-9;;B_SEP_WASH_57;2;11.09.2019;14;;14;3;2;1;1;1;1;1;1;1;1;2;1;1;1;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;-9;;-9;-9;1;2;0;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;-9;1;1;1;1;2;1;1;196;328;524;;04.06.2020 14:53;1;0;2;2;25;11;0.63;0
1641;;;base;interview;04.06.2020 14:55;-9;0;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;-9;1;1;1;1;1;1;1;1;3;1;1;2;1;1;1;1;1;2;1;1;1;1;-9;;B_SEP_OREG_68;2;11.09.2019;9;;14;4;1;1;1;1;1;1;1;1;2;2;1;1;1;2;mental health;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;-9;;-9;-9;1;1;0;1;1;1;1;1;1;1;2;1;1;2;1;1;2;1;-9;1;1;1;2;1;1;1;150;203;353;;04.06.2020 15:01;1;0;2;2;24;10;0.95;7
1642;;;base;interview;04.06.2020 16:49;-9;0;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;2;0;1;1;1;1;1;1;1;1;1;1;1;-9;;B_Sep_Wash_123;2;30.09.2019;13;Students protest on newspaper headline (Hope sinks);14;4;2;1;1;1;1;1;1;1;1;2;1;1;1;2;Students protest on newspaper headline  (Hope sinks);2;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Sep_Wash_90;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;2;1;1;-9;1;-9;1;1;1;1;1;2;1;125;167;292;;04.06.2020 22:09;1;0;2;2;21;5;Jän.15;14
1643;;;base;interview;04.06.2020 16:50;-9;1;2;1;1;1;1;2;1;1;1;1;1;2;1;1;1;;1;1;1;1;1;1;1;1;2;1;3;1;0;1;1;1;1;1;1;2;1;2;2;1;-9;;B_Sep_Oreg_193;2;30.09.2019;1;;13;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;Mental health in first responders;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Sep_Oreg_128;1;-9;2;1;0;1;1;1;1;1;1;2;1;1;1;1;2;1;-9;1;-9;1;1;1;1;1;2;1;69;253;322;;04.06.2020 22:25;1;0;2;2;18;3;Jän.18;9
1644;;;base;interview;04.06.2020 16:51;-9;0;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;1;1;1;1;1;1;-9;;B_Sep_Oreg_194;2;30.09.2019;14;;15;4;2;1;1;1;1;1;1;1;2;2;1;1;1;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;1;1;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Sep_Oreg_189;1;-9;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;-9;2;-9;1;1;1;1;1;2;1;58;171;229;;04.06.2020 22:20;1;0;2;2;20;5;Jän.56;28
1645;;;base;interview;04.06.2020 16:52;2;1;2;1;1;1;1;2;1;1;1;1;1;2;1;1;1;;1;1;1;1;1;1;1;1;2;1;3;1;0;1;1;1;1;1;1;2;1;2;2;1;-9;;B_Sep_Oreg_195;2;30.09.2019;1;;13;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;Mental health of firefighters;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Sep_Oreg_128;1;-9;2;1;0;1;1;1;1;1;1;2;1;1;1;1;2;1;-9;1;-9;1;1;1;2;1;1;1;59;146;205;;04.06.2020 22:23;1;0;2;2;17;3;Jän.68;34
1646;;;base;interview;04.06.2020 16:58;-9;1;1;2;1;1;1;2;1;2;1;1;1;1;2;1;2;Prisoner;1;1;1;1;1;1;1;1;2;1;4;2;0;1;1;1;1;1;2;2;1;1;1;2;-9;;B_Oct_Wash_1;2;01.10.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Mental health care in prison;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;-9;-9;1;1;1;1;1;2;1;735;338;430;;10.07.2020 16:23;1;0;2;2;19;5;0.45;0
1647;;;base;interview;04.06.2020 17:08;-9;1;1;2;1;1;1;2;1;2;1;1;1;1;2;1;2;Prisoner;1;1;1;1;1;2;1;1;2;1;4;2;0;1;1;1;1;1;2;2;1;1;1;1;-9;;B_Oct_Wash_2;2;01.10.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Oct_Wash_1;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;2;-9;1;1;1;1;2;1;1;62;287;349;;05.06.2020 22:43;1;0;2;2;17;3;01.Feb;12
1648;;;base;interview;04.06.2020 17:09;-9;1;2;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;1;1;1;1;1;1;-9;;B_Oct_Oreg_1;2;01.10.2019;5;;13;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;1;1;1;2;1;33;108;141;;05.06.2020 22:46;1;0;2;2;22;5;Feb.61;80
1649;;;base;interview;04.06.2020 17:09;2;1;2;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;2;1;1;2;1;3;1;0;1;1;1;1;1;2;1;1;1;1;1;-9;;B_Oct_Oreg_2;2;01.10.2019;1;;13;3;2;1;1;1;1;1;1;1;2;2;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;2;1;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Sep_Oreg_188;1;-9;2;1;1;1;1;2;1;1;1;1;1;1;1;2;2;1;-9;1;-9;1;1;1;2;1;1;1;112;570;682;;06.06.2020 22:00;1;0;2;2;17;3;0.64;0
1650;;;base;interview;04.06.2020 17:11;-9;1;2;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;1;3;1;0;1;1;1;1;1;2;1;1;2;1;1;-9;;B_Oct_Oreg_3;2;01.10.2019;1;;15;5;2;1;1;1;2;1;1;1;2;2;1;1;1;1;;2;1;1;1;1;1;2;1;1;1;1;1;1;1;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Sep_Oreg_188;1;-9;2;1;1;1;1;2;1;1;1;2;1;1;2;2;2;1;-9;1;-9;1;1;2;2;1;2;1;150;251;401;;06.06.2020 21:59;1;0;2;2;17;3;0.83;1
1651;;;base;interview;04.06.2020 17:13;-9;1;2;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;1;3;1;0;1;1;1;1;1;2;1;1;2;1;1;-9;;B_Oct_Oreg_4;2;01.10.2019;1;;13;5;2;1;1;1;2;1;1;1;2;2;1;1;1;1;;2;1;1;1;1;1;2;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Sep_Oreg_188;1;-9;2;1;1;1;1;2;1;1;1;2;1;1;2;2;2;1;-9;1;-9;1;1;2;2;1;2;1;59;212;271;;06.06.2020 22:22;1;0;2;2;17;3;01.Apr;20
1652;;;base;interview;04.06.2020 17:14;-9;1;2;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;1;3;1;0;1;1;1;1;1;2;1;1;2;1;1;-9;;B_Oct_Oreg_5;2;01.10.2019;1;;13;4;2;1;1;1;1;1;1;1;2;2;1;1;1;1;;2;1;1;1;1;1;2;1;1;1;1;1;1;1;;6;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Sep_Oreg_188;1;-9;2;1;1;1;1;2;1;1;1;2;1;1;2;2;2;1;-9;1;-9;1;1;1;1;1;2;1;54;523;577;;06.06.2020 22:21;1;0;2;2;17;3;01.Jän;18
1653;;;base;interview;04.06.2020 17:15;-9;1;2;1;1;1;1;2;1;1;1;1;1;2;1;1;1;;1;1;1;1;2;1;1;1;1;1;3;1;0;1;1;1;1;1;1;2;1;1;1;1;-9;;B_Oct_Oreg_6;2;01.10.2019;13;Charity for the daughter of the killed policeman;13;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;Mental health, homicide, charity for the daughter of the killed policemand;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Sep_Oreg_128;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;2;2;1;2;1;64;3681;326;;10.07.2020 16:24;1;0;2;2;16;3;0.75;11
1654;;;base;interview;04.06.2020 17:15;2;1;2;1;1;1;1;2;1;1;1;1;1;2;1;1;1;;1;1;1;1;1;1;1;1;2;1;3;1;0;1;1;1;1;1;1;2;1;2;2;1;-9;;B_Oct_Oreg_7;2;01.10.2019;1;;13;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;Mental health;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;3;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Sep_Oreg_188;1;-9;2;1;0;1;1;1;1;1;1;2;1;1;1;1;1;1;-9;1;-9;1;1;1;2;1;1;1;577;215;792;;06.06.2020 23:37;1;0;2;2;17;3;0.69;5
1655;;;base;interview;04.06.2020 17:25;-9;0;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;1;1;1;2;2;2;-9;;B_Oct_Oreg_8;2;01.10.2019;9;;14;4;2;1;1;1;1;1;1;1;2;2;1;1;1;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Jun_Oreg_50;1;-9;1;2;0;1;1;1;1;1;1;2;1;1;1;2;2;1;-9;1;-9;1;1;1;1;1;2;1;61;273;334;;06.06.2020 23:42;1;0;2;2;20;5;Jän.23;13
1656;;;base;interview;04.06.2020 17:26;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;4;1;0;1;1;1;1;1;2;1;1;1;1;1;-9;;B_Oct_Oreg_9;2;02.10.2019;13;Deaths from guns;14;4;2;1;1;1;2;1;1;1;1;1;2;1;1;2;Homicide;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;-9;1;-9;1;1;1;1;1;2;1;220;121;341;;06.06.2020 23:46;1;0;2;2;21;6;Jän.29;29
1657;;;base;interview;04.06.2020 17:28;-9;0;1;1;1;0;1;1;1;1;1;2;1;1;1;1;1;;2;1;1;1;1;1;1;1;2;1;3;1;0;1;1;1;1;1;2;1;1;1;1;1;-9;;B_Oct_Oreg_10;2;02.10.2019;14;;14;5;2;1;1;1;1;1;1;1;2;2;1;1;1;2;Mental health care;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;2;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;2;1;1;1;2;1;1;1;1;1;1;1;1;2;2;1;-9;1;-9;1;1;1;2;1;1;1;30;318;348;;06.06.2020 23:52;1;0;2;2;21;6;Jän.91;52
1658;;;base;interview;04.06.2020 17:29;-9;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;;2;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;1;1;1;1;1;1;-9;;B_Oct_Oreg_11;2;02.10.2019;13;Kurt Cobain´s house on sale;13;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;Kurt Cobain´s house on sale;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;1;1;2;1;1;40;89;129;;07.06.2020 13:19;1;0;2;2;19;4;Feb.62;81
1659;;;base;interview;04.06.2020 17:30;2;1;2;1;1;1;1;2;1;1;1;1;1;2;1;1;1;;1;1;1;1;2;1;1;1;1;1;4;1;0;1;1;1;1;1;1;2;1;1;1;1;-9;;B_Oct_Oreg_12;2;02.10.2019;1;;14;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;PTSD;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;3;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;1;1;2;1;1;54;397;451;;10.07.2020 16:28;1;0;2;2;18;4;Jän.18;18
1660;;;base;interview;04.06.2020 17:31;2;1;2;1;1;1;1;2;1;1;1;1;1;2;1;1;1;;1;1;1;1;1;2;1;1;2;1;4;1;0;1;1;1;1;1;2;2;1;1;1;1;-9;;B_Oct_Oreg_13;2;02.10.2019;1;;13;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;Mental health of firefighters;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Oct_Oreg_13;1;-9;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;1;1;2;1;1;61;213;274;;07.06.2020 13:27;1;0;2;2;15;2;Jän.37;18
1661;;;base;interview;04.06.2020 23:02;-9;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Veterinarians;1;1;1;1;2;1;1;1;2;1;3;2;0;1;1;1;1;1;1;1;1;2;1;2;-9;;B_Oct_Wash_3;2;02.10.2019;1;;14;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;2;0;1;1;1;;1;-9;2;1;0;1;1;1;1;1;1;2;1;1;1;1;1;1;-9;2;-9;1;1;1;1;1;2;1;63;220;283;;07.06.2020 13:31;1;0;2;2;23;6;Jän.33;16
1662;;;base;interview;04.06.2020 23:03;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;1;1;1;1;1;1;-9;;B_Oct_Oreg_14;2;02.10.2019;14;;14;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Sep_Oreg_131, B_Sep_Oreg_9;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;2;1;1;-9;1;-9;1;1;1;2;1;1;1;92;97;189;;07.06.2020 18:24;1;0;2;2;23;6;Jän.85;43
1663;;;base;interview;04.06.2020 23:04;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;4;1;0;1;1;1;1;1;1;1;1;1;1;1;-9;;B_Oct_Oreg_15;2;02.10.2019;10;;14;3;2;1;1;1;1;1;1;1;1;1;2;1;1;2;Homicide;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Oct_Oreg_9;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;1;1;1;2;1;113;114;227;;07.06.2020 13:44;1;0;2;2;21;6;Jän.56;32
1664;;;base;interview;04.06.2020 23:05;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;2;1;1;1;4;1;0;1;1;1;1;1;1;2;2;1;1;2;-9;;B_Oct_Oreg_16;2;02.10.2019;9;;14;5;2;2;1;1;1;1;1;1;2;1;1;2;1;1;;2;1;1;1;1;1;2;1;1;1;1;1;1;1;;6;1;1;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;2;1;1;-9;1;-9;1;1;1;1;1;2;1;131;578;709;;07.06.2020 13:52;1;0;2;2;23;7;0.58;0
1666;;;base;interview;04.06.2020 23:08;1;1;2;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;2;2;1;1;1;1;-9;;B_Oct_Oreg_18;2;03.10.2019;2;;13;3;1;2;1;1;1;1;1;1;1;1;1;2;1;2;Heroin and meth posession;1;2;1;1;1;1;2;1;1;1;1;1;2;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Oct_Oreg_17;1;-9;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;1;1;1;2;1;75;164;239;;07.06.2020 13:59;1;0;2;2;15;2;Jän.41;21
1667;;;base;interview;04.06.2020 23:09;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;1;3;1;0;1;1;1;1;1;1;2;1;1;1;1;-9;;B_Oct_Oreg_19;2;03.10.2019;14;;14;5;2;1;2;1;1;1;1;1;1;2;1;1;2;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;2;2;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Sep_Oreg_131;1;-9;2;2;0;1;1;1;1;1;1;1;1;1;1;2;2;1;-9;1;-9;1;1;1;2;1;1;1;71;1172;1243;;07.06.2020 16:58;1;0;2;2;23;6;0.76;7
1668;;;base;interview;04.06.2020 23:10;-9;1;2;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;1;2;1;2;1;1;-9;;B_Oct_Oreg_20;2;03.10.2019;12;;13;3;1;2;1;1;1;1;1;1;1;1;1;1;2;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;1;1;1;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;2;1;1;1;1;2;1;-9;1;-9;1;1;1;1;1;2;1;40;172;212;;07.06.2020 18:23;1;0;2;2;22;5;Jän.91;46
1669;;;base;interview;04.06.2020 23:10;-9;1;2;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;2;2;1;1;1;1;-9;;B_Oct_Oreg_21;2;03.10.2019;2;;13;2;1;2;1;1;1;1;1;1;1;1;1;1;1;2;meth and heroin posession;1;2;1;1;1;1;2;1;1;1;1;1;2;1;;2;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Oct_Oreg_17;1;-9;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;1;2;1;1;1;84;144;228;;07.06.2020 14:27;1;0;2;2;18;4;Jän.46;23
1670;;;base;interview;04.06.2020 23:11;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;1;3;1;0;1;1;1;1;1;1;1;1;1;1;1;-9;;B_Oct_Oreg_22;2;03.10.2019;14;;14;3;2;1;1;1;1;1;1;1;1;2;1;1;1;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;2;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Sep_Oreg_131, B_Apr_Oreg_9;1;-9;2;1;0;1;1;1;1;1;1;1;1;1;1;2;2;1;-9;1;-9;1;1;1;2;1;1;1;66;173;239;;07.06.2020 18:24;1;0;2;2;23;6;Jän.45;23
1671;;;base;interview;04.06.2020 23:12;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;1;3;2;0;1;1;1;1;1;2;1;1;1;1;2;-9;;B_Oct_Wash_4;2;03.10.2019;9;;14;5;1;2;1;1;1;1;1;1;2;2;2;1;1;1;;2;1;1;2;1;1;1;1;1;1;1;1;1;1;;4;2;2;1;1;1;1;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;2;1;1;1;1;1;2;1;1;-9;1;1;2;1;1;-9;1;-9;1;1;1;1;2;1;1;98;333;431;;07.06.2020 16:29;1;0;2;2;23;8;0.86;0
